h3_cell,total_crimes_in_cell,violent_crimes_in_cell,cell_violent_rate,neighbour_avg_crimes
882664cc1bfffff,765,246.0,0.3215686274509804,620.6666666666666
882664cc1dfffff,538,189.0,0.3513011152416357,651.6666666666666
882664cc21fffff,615,245.0,0.3983739837398374,524.6666666666666
882664cc23fffff,565,196.0,0.34690265486725663,577.6666666666666
882664cc25fffff,577,192.0,0.3327556325823224,490.1666666666667
882664cc27fffff,509,220.0,0.43222003929273084,585.3333333333334
882664cc29fffff,424,161.0,0.37971698113207547,431.8333333333333
882664cc2bfffff,651,283.0,0.434715821812596,447.6666666666667
882664cc2dfffff,422,152.0,0.36018957345971564,515.3333333333334
882664cc31fffff,707,246.0,0.347949080622348,623.8333333333334
882664cc33fffff,633,219.0,0.3459715639810427,627.3333333333334
882664cc35fffff,543,206.0,0.37937384898710863,628.0
882664cc37fffff,588,220.0,0.3741496598639456,624.6666666666666
882664cc39fffff,815,273.0,0.33496932515337424,635.1666666666666
882664cc3bfffff,616,160.0,0.2597402597402597,744.6666666666666
882664cc3dfffff,548,202.0,0.3686131386861314,594.1666666666666
882664cc41fffff,489,157.0,0.3210633946830266,597.0
882664cc43fffff,268,55.0,0.20522388059701493,392.5
882664cc45fffff,653,240.0,0.3675344563552833,462.5
882664cc47fffff,481,158.0,0.3284823284823285,490.5
882664cc49fffff,881,278.0,0.3155505107832009,521.1666666666666
882664cc4bfffff,602,126.0,0.20930232558139536,576.0
882664cc4dfffff,697,192.0,0.27546628407460544,650.5
882664cc51fffff,176,57.0,0.32386363636363635,291.1666666666667
882664cc53fffff,234,96.0,0.41025641025641024,369.6666666666667
882664cc55fffff,171,45.0,0.2631578947368421,417.8333333333333
882664cc57fffff,603,153.0,0.2537313432835821,417.0
882664cc59fffff,463,115.0,0.24838012958963282,266.5
882664cc5bfffff,7,3.0,0.42857142857142855,160.66666666666666
882664cc5dfffff,269,58.0,0.21561338289962825,468.1666666666667
882664cc61fffff,127,53.0,0.41732283464566927,306.1666666666667
882664cc63fffff,147,50.0,0.3401360544217687,416.1666666666667
882664cc65fffff,362,123.0,0.3397790055248619,371.1666666666667
882664cc67fffff,506,170.0,0.3359683794466403,333.6666666666667
882664cc69fffff,139,36.0,0.2589928057553957,366.3333333333333
882664cc6bfffff,464,170.0,0.36637931034482757,378.8333333333333
882664cc6dfffff,219,81.0,0.3698630136986301,222.16666666666666
882664cc81fffff,312,104.0,0.3333333333333333,253.5
882664cc83fffff,302,109.0,0.3609271523178808,188.5
882664cc85fffff,241,72.0,0.2987551867219917,342.3333333333333
882664cc87fffff,145,40.0,0.27586206896551724,218.16666666666666
882664cc89fffff,304,89.0,0.29276315789473684,266.3333333333333
882664cc8bfffff,220,61.0,0.2772727272727273,301.1666666666667
882664cc8dfffff,309,93.0,0.30097087378640774,354.3333333333333
882664cc91fffff,291,95.0,0.32646048109965636,155.0
882664cc93fffff,235,63.0,0.2680851063829787,105.33333333333333
882664cc95fffff,93,23.0,0.24731182795698925,192.66666666666666
882664cc97fffff,60,22.0,0.36666666666666664,155.66666666666666
882664cc99fffff,145,31.0,0.21379310344827587,253.5
882664cc9bfffff,67,26.0,0.3880597014925373,141.16666666666666
882664cc9dfffff,330,131.0,0.396969696969697,221.66666666666666
882664cca1fffff,333,87.0,0.26126126126126126,300.6666666666667
882664cca3fffff,50,15.0,0.3,285.5
882664cca5fffff,425,132.0,0.31058823529411766,331.8333333333333
882664cca7fffff,387,159.0,0.4108527131782946,304.1666666666667
882664cca9fffff,422,143.0,0.33886255924170616,328.3333333333333
882664ccabfffff,288,84.0,0.2916666666666667,221.0
882664ccadfffff,232,61.0,0.2629310344827586,366.6666666666667
882664ccb1fffff,61,19.0,0.3114754098360656,127.33333333333333
882664ccb3fffff,21,6.0,0.2857142857142857,95.83333333333333
882664ccb5fffff,250,86.0,0.344,187.5
882664ccb7fffff,185,75.0,0.40540540540540543,209.66666666666666
882664ccb9fffff,31,13.0,0.41935483870967744,146.33333333333334
882664ccbbfffff,142,10.0,0.07042253521126761,44.5
882664ccbdfffff,135,34.0,0.2518518518518518,137.5
882664ccc1fffff,591,184.0,0.311336717428088,452.1666666666667
882664ccc3fffff,216,44.0,0.2037037037037037,425.1666666666667
882664ccc5fffff,349,135.0,0.3868194842406877,571.0
882664ccc7fffff,261,78.0,0.2988505747126437,366.5
882664ccc9fffff,538,194.0,0.36059479553903345,889.5
882664cccbfffff,643,248.0,0.3856920684292379,628.3333333333334
882664cccdfffff,706,224.0,0.31728045325779036,608.6666666666666
882664ccd1fffff,509,200.0,0.3929273084479371,396.8333333333333
882664ccd3fffff,486,173.0,0.3559670781893004,238.16666666666666
882664ccd5fffff,280,99.0,0.3535714285714286,333.3333333333333
882664ccd7fffff,279,88.0,0.3154121863799283,328.3333333333333
882664ccd9fffff,474,204.0,0.43037974683544306,373.0
882664ccdbfffff,390,152.0,0.38974358974358975,256.0
882664ccddfffff,472,137.0,0.2902542372881356,464.0
882664cce1fffff,1226,422.0,0.3442088091353997,621.1666666666666
882664cce3fffff,578,183.0,0.3166089965397924,487.6666666666667
882664cce5fffff,412,125.0,0.30339805825242716,651.5
882664cce7fffff,298,88.0,0.2953020134228188,530.1666666666666
882664cce9fffff,1067,399.0,0.3739456419868791,651.5
882664ccebfffff,430,151.0,0.3511627906976744,631.6666666666666
882664ccedfffff,942,293.0,0.31104033970276007,757.5
882664cd01fffff,410,139.0,0.33902439024390246,450.1666666666667
882664cd03fffff,676,219.0,0.3239644970414201,538.0
882664cd05fffff,284,92.0,0.323943661971831,350.0
882664cd07fffff,514,169.0,0.32879377431906615,452.3333333333333
882664cd09fffff,323,90.0,0.2786377708978328,318.8333333333333
882664cd0bfffff,384,147.0,0.3828125,387.0
882664cd0dfffff,520,185.0,0.3557692307692308,248.0
882664cd11fffff,401,139.0,0.34663341645885287,511.5
882664cd13fffff,404,122.0,0.30198019801980197,455.5
882664cd15fffff,584,193.0,0.3304794520547945,535.6666666666666
882664cd17fffff,597,211.0,0.35343383584589616,338.0
882664cd19fffff,376,132.0,0.35106382978723405,448.0
882664cd1bfffff,569,232.0,0.4077328646748682,475.5
882664cd1dfffff,539,217.0,0.4025974025974026,428.8333333333333
882664cd21fffff,243,72.0,0.2962962962962963,283.6666666666667
882664cd23fffff,280,66.0,0.2357142857142857,226.33333333333334
882664cd25fffff,476,65.0,0.13655462184873948,140.33333333333334
882664cd27fffff,236,54.0,0.2288135593220339,216.5
882664cd29fffff,227,50.0,0.22026431718061673,255.5
882664cd2bfffff,263,66.0,0.2509505703422053,305.3333333333333
882664cd2dfffff,220,64.0,0.2909090909090909,270.6666666666667
882664cd31fffff,59,12.0,0.2033898305084746,300.5
882664cd33fffff,162,48.0,0.2962962962962963,155.0
882664cd35fffff,185,60.0,0.32432432432432434,167.16666666666666
882664cd37fffff,171,45.0,0.2631578947368421,123.66666666666667
882664cd39fffff,797,276.0,0.3462986198243413,386.8333333333333
882664cd3bfffff,204,89.0,0.4362745098039216,408.0
882664cd3dfffff,284,84.0,0.29577464788732394,349.6666666666667
882664cd41fffff,349,166.0,0.47564469914040114,279.1666666666667
882664cd43fffff,298,134.0,0.44966442953020136,291.1666666666667
882664cd45fffff,441,165.0,0.3741496598639456,204.33333333333334
882664cd47fffff,79,18.0,0.22784810126582278,359.5
882664cd49fffff,151,54.0,0.3576158940397351,269.3333333333333
882664cd4bfffff,400,129.0,0.3225,364.3333333333333
882664cd4dfffff,306,116.0,0.3790849673202614,263.5
882664cd51fffff,498,225.0,0.45180722891566266,367.0
882664cd53fffff,450,169.0,0.37555555555555553,424.1666666666667
882664cd55fffff,222,84.0,0.3783783783783784,338.1666666666667
882664cd57fffff,152,54.0,0.35526315789473684,411.5
882664cd59fffff,484,192.0,0.39669421487603307,485.1666666666667
882664cd5bfffff,520,167.0,0.3211538461538462,453.6666666666667
882664cd5dfffff,374,148.0,0.39572192513368987,448.0
882664cd61fffff,285,81.0,0.28421052631578947,218.0
882664cd63fffff,166,41.0,0.2469879518072289,316.5
882664cd65fffff,228,78.0,0.34210526315789475,233.0
882664cd67fffff,357,100.0,0.2801120448179272,231.0
882664cd69fffff,116,39.0,0.33620689655172414,220.0
882664cd6bfffff,226,57.0,0.252212389380531,267.8333333333333
882664cd6dfffff,215,54.0,0.25116279069767444,121.16666666666667
882664cd81fffff,337,94.0,0.2789317507418398,352.1666666666667
882664cd83fffff,570,159.0,0.2789473684210526,293.8333333333333
882664cd85fffff,78,12.0,0.15384615384615385,170.5
882664cd87fffff,56,10.0,0.17857142857142858,231.0
882664cd89fffff,568,183.0,0.3221830985915493,572.3333333333334
882664cd8bfffff,462,144.0,0.3116883116883117,432.0
882664cd8dfffff,379,105.0,0.2770448548812665,407.8333333333333
882664cd91fffff,388,103.0,0.2654639175257732,295.3333333333333
882664cd93fffff,317,104.0,0.3280757097791798,315.0
882664cd95fffff,392,149.0,0.38010204081632654,296.5
882664cd97fffff,176,44.0,0.25,292.5
882664cd99fffff,313,81.0,0.25878594249201275,356.5
882664cd9bfffff,315,94.0,0.2984126984126984,368.6666666666667
882664cd9dfffff,259,69.0,0.26640926640926643,411.0
882664cda1fffff,16,5.0,0.3125,39.166666666666664
882664cda5fffff,18,4.0,0.2222222222222222,51.0
882664cda9fffff,65,14.0,0.2153846153846154,110.66666666666667
882664cdabfffff,22,3.0,0.13636363636363635,56.166666666666664
882664cdadfffff,130,44.0,0.3384615384615385,120.33333333333333
882664cdb1fffff,72,12.0,0.16666666666666666,121.0
882664cdb3fffff,70,15.0,0.21428571428571427,110.33333333333333
882664cdb5fffff,27,4.0,0.14814814814814814,57.166666666666664
882664cdb7fffff,121,28.0,0.23140495867768596,52.333333333333336
882664cdb9fffff,257,68.0,0.26459143968871596,223.5
882664cdbbfffff,129,38.0,0.29457364341085274,183.83333333333334
882664cdbdfffff,122,30.0,0.2459016393442623,72.33333333333333
882664cdc1fffff,498,169.0,0.3393574297188755,679.8333333333334
882664cdc3fffff,741,265.0,0.3576248313090418,657.8333333333334
882664cdc5fffff,394,107.0,0.2715736040609137,495.6666666666667
882664cdc7fffff,998,396.0,0.3967935871743487,480.3333333333333
882664cdc9fffff,600,218.0,0.36333333333333334,576.8333333333334
882664cdcbfffff,760,287.0,0.37763157894736843,596.0
882664cdcdfffff,586,192.0,0.32764505119453924,495.6666666666667
882664cdd1fffff,290,77.0,0.2655172413793103,447.5
882664cdd3fffff,411,122.0,0.29683698296836986,318.6666666666667
882664cdd5fffff,517,170.0,0.3288201160541586,501.3333333333333
882664cdd7fffff,341,107.0,0.31378299120234604,375.3333333333333
882664cdd9fffff,499,185.0,0.37074148296593185,473.3333333333333
882664cddbfffff,311,124.0,0.3987138263665595,357.0
882664cdddfffff,606,210.0,0.3465346534653465,565.8333333333334
882664cde1fffff,158,62.0,0.3924050632911392,205.0
882664cde3fffff,164,36.0,0.21951219512195122,206.0
882664cde5fffff,75,27.0,0.36,208.5
882664cde7fffff,254,66.0,0.25984251968503935,141.33333333333334
882664cde9fffff,186,63.0,0.3387096774193548,350.6666666666667
882664cdebfffff,302,115.0,0.38079470198675497,379.8333333333333
882664cdedfffff,249,79.0,0.3172690763052209,230.33333333333334
882664ce21fffff,458,154.0,0.33624454148471616,301.3333333333333
882664ce23fffff,273,87.0,0.31868131868131866,401.1666666666667
882664ce25fffff,554,142.0,0.2563176895306859,576.6666666666666
882664ce27fffff,646,205.0,0.3173374613003096,598.6666666666666
882664ce2dfffff,335,81.0,0.2417910447761194,399.8333333333333
882664ce31fffff,164,32.0,0.1951219512195122,261.5
882664ce33fffff,18,3.0,0.16666666666666666,292.6666666666667
882664ce35fffff,420,108.0,0.2571428571428571,508.5
882664ce37fffff,1129,257.0,0.22763507528786536,322.6666666666667
882664ce3dfffff,2,1.0,0.5,142.83333333333334
882664ce65fffff,9,3.0,0.3333333333333333,138.66666666666666
882664cea1fffff,1038,287.0,0.2764932562620424,500.5
882664cea3fffff,1068,371.0,0.34737827715355807,690.5
882664cea5fffff,806,278.0,0.34491315136476425,616.8333333333334
882664cea7fffff,1038,385.0,0.37090558766859344,820.1666666666666
882664ceadfffff,91,23.0,0.25274725274725274,347.5
882664ceb1fffff,456,187.0,0.4100877192982456,394.5
882664ceb3fffff,176,66.0,0.375,270.1666666666667
882664ceb5fffff,1291,484.0,0.37490317583268784,600.8333333333334
882664ceb7fffff,662,205.0,0.30966767371601206,585.3333333333334
882664cebdfffff,238,100.0,0.42016806722689076,469.1666666666667
882664cf01fffff,283,87.0,0.30742049469964666,221.5
882664cf03fffff,138,35.0,0.2536231884057971,177.83333333333334
882664cf05fffff,227,83.0,0.3656387665198238,164.16666666666666
882664cf07fffff,39,6.0,0.15384615384615385,178.83333333333334
882664cf09fffff,417,135.0,0.3237410071942446,225.16666666666666
882664cf0bfffff,286,89.0,0.3111888111888112,269.8333333333333
882664cf0dfffff,222,57.0,0.25675675675675674,175.66666666666666
882664cf11fffff,330,138.0,0.41818181818181815,376.1666666666667
882664cf13fffff,505,184.0,0.36435643564356435,463.0
882664cf15fffff,115,23.0,0.2,191.0
882664cf17fffff,230,69.0,0.3,235.33333333333334
882664cf19fffff,359,125.0,0.34818941504178275,507.3333333333333
882664cf1bfffff,729,210.0,0.2880658436213992,515.1666666666666
882664cf1dfffff,319,116.0,0.36363636363636365,234.5
882664cf21fffff,227,75.0,0.3303964757709251,152.0
882664cf23fffff,75,22.0,0.29333333333333333,210.66666666666666
882664cf25fffff,113,33.0,0.2920353982300885,141.66666666666666
882664cf27fffff,258,91.0,0.35271317829457366,184.0
882664cf29fffff,143,26.0,0.18181818181818182,142.33333333333334
882664cf2bfffff,290,98.0,0.33793103448275863,136.83333333333334
882664cf2dfffff,33,11.0,0.3333333333333333,152.16666666666666
882664cf31fffff,182,61.0,0.33516483516483514,270.6666666666667
882664cf33fffff,371,152.0,0.40970350404312667,356.1666666666667
882664cf35fffff,228,108.0,0.47368421052631576,284.0
882664cf37fffff,786,350.0,0.44529262086513993,339.8333333333333
882664cf39fffff,25,7.0,0.28,114.66666666666667
882664cf3bfffff,104,27.0,0.25961538461538464,190.33333333333334
882664cf3dfffff,110,40.0,0.36363636363636365,139.83333333333334
882664cf41fffff,286,66.0,0.23076923076923078,330.8333333333333
882664cf43fffff,205,52.0,0.25365853658536586,371.5
882664cf45fffff,535,168.0,0.31401869158878504,330.8333333333333
882664cf47fffff,72,25.0,0.3472222222222222,285.3333333333333
882664cf49fffff,177,51.0,0.288135593220339,669.5
882664cf4bfffff,675,187.0,0.277037037037037,447.6666666666667
882664cf4dfffff,321,92.0,0.2866043613707165,451.5
882664cf51fffff,551,166.0,0.30127041742286753,451.8333333333333
882664cf53fffff,933,316.0,0.3386923901393355,405.3333333333333
882664cf55fffff,283,68.0,0.24028268551236748,355.6666666666667
882664cf57fffff,179,64.0,0.3575418994413408,455.1666666666667
882664cf59fffff,366,64.0,0.17486338797814208,381.1666666666667
882664cf5bfffff,454,67.0,0.14757709251101322,365.6666666666667
882664cf5dfffff,496,128.0,0.25806451612903225,474.1666666666667
882664cf61fffff,348,143.0,0.4109195402298851,265.6666666666667
882664cf63fffff,8,1.0,0.125,176.0
882664cf65fffff,515,195.0,0.3786407766990291,303.8333333333333
882664cf67fffff,69,20.0,0.2898550724637681,222.83333333333334
882664cf69fffff,648,212.0,0.3271604938271605,344.0
882664cf6bfffff,47,20.0,0.425531914893617,305.5
882664cf6dfffff,307,100.0,0.3257328990228013,361.3333333333333
882664d811fffff,188,55.0,0.2925531914893617,347.8333333333333
882664d813fffff,560,158.0,0.28214285714285714,530.3333333333334
882664d815fffff,15,1.0,0.06666666666666667,123.66666666666667
882664d817fffff,418,122.0,0.291866028708134,224.83333333333334
882664d81bfffff,1094,332.0,0.30347349177330896,296.0
882664d831fffff,2,0.0,0.0,31.5
882664d833fffff,53,8.0,0.1509433962264151,98.0
882664d839fffff,4,1.0,0.25,24.833333333333332
882664d83bfffff,132,19.0,0.14393939393939395,111.66666666666667
882664d881fffff,254,40.0,0.15748031496062992,355.8333333333333
882664d883fffff,335,64.0,0.191044776119403,538.0
882664d885fffff,1,1.0,1.0,328.6666666666667
882664d887fffff,199,56.0,0.2814070351758794,274.5
882664d889fffff,450,100.0,0.2222222222222222,511.1666666666667
882664d88bfffff,817,197.0,0.24112607099143207,443.3333333333333
882664d88dfffff,333,76.0,0.22822822822822822,334.0
882664d891fffff,717,239.0,0.3333333333333333,537.5
882664d893fffff,421,69.0,0.16389548693586697,475.3333333333333
882664d895fffff,610,174.0,0.28524590163934427,639.5
882664d897fffff,1042,315.0,0.30230326295585414,519.0
882664d899fffff,13,1.0,0.07692307692307693,310.6666666666667
882664d89bfffff,78,19.0,0.24358974358974358,197.5
882664d89dfffff,1061,337.0,0.3176248821866164,416.6666666666667
882664d8a1fffff,121,30.0,0.24793388429752067,298.6666666666667
882664d8a3fffff,291,62.0,0.21305841924398625,314.3333333333333
882664d8a5fffff,295,111.0,0.376271186440678,139.66666666666666
882664d8a7fffff,249,68.0,0.27309236947791166,306.8333333333333
882664d8a9fffff,288,70.0,0.24305555555555555,283.3333333333333
882664d8abfffff,454,133.0,0.29295154185022027,202.66666666666666
882664d8adfffff,215,70.0,0.32558139534883723,253.5
882664d8b1fffff,231,37.0,0.16017316017316016,315.3333333333333
882664d8b3fffff,268,43.0,0.16044776119402984,247.16666666666666
882664d8b5fffff,389,94.0,0.2416452442159383,274.6666666666667
882664d8b7fffff,237,51.0,0.21518987341772153,227.0
882664d8b9fffff,287,67.0,0.23344947735191637,347.6666666666667
882664d8bbfffff,395,75.0,0.189873417721519,442.8333333333333
882664d8bdfffff,316,96.0,0.3037974683544304,308.5
882664d8c1fffff,785,198.0,0.2522292993630573,394.5
882664d8c3fffff,691,186.0,0.2691751085383502,368.1666666666667
882664d8c5fffff,463,132.0,0.28509719222462204,536.5
882664d8c7fffff,420,101.0,0.24047619047619048,526.1666666666666
882664d8c9fffff,48,18.0,0.375,300.0
882664d8cbfffff,2,1.0,0.5,254.0
882664d8cdfffff,743,201.0,0.27052489905787347,536.6666666666666
882664d8d5fffff,552,152.0,0.2753623188405797,327.6666666666667
882664d8d7fffff,8,4.0,0.5,407.1666666666667
882664d8e1fffff,415,120.0,0.2891566265060241,345.6666666666667
882664d8e3fffff,444,126.0,0.28378378378378377,322.8333333333333
882664d8e5fffff,276,72.0,0.2608695652173913,226.16666666666666
882664d8e7fffff,465,142.0,0.3053763440860215,314.0
882664d8e9fffff,276,58.0,0.21014492753623187,411.5
882664d8ebfffff,435,164.0,0.37701149425287356,391.8333333333333
882664d8edfffff,178,31.0,0.17415730337078653,261.6666666666667
882664d937fffff,3,0.0,0.0,12.833333333333334
882664d981fffff,60,8.0,0.13333333333333333,26.333333333333332
882664d983fffff,39,13.0,0.3333333333333333,64.33333333333333
882664d985fffff,15,1.0,0.06666666666666667,45.833333333333336
882664d987fffff,16,3.0,0.1875,85.0
882664d989fffff,15,3.0,0.2,29.0
882664d98bfffff,56,9.0,0.16071428571428573,44.666666666666664
882664d98dfffff,17,2.0,0.11764705882352941,24.5
882664d991fffff,130,32.0,0.24615384615384617,163.5
882664d993fffff,483,166.0,0.34368530020703936,289.1666666666667
882664d995fffff,122,9.0,0.07377049180327869,114.83333333333333
882664d997fffff,201,34.0,0.1691542288557214,218.83333333333334
882664d999fffff,20,5.0,0.25,128.5
882664d99bfffff,127,36.0,0.28346456692913385,304.5
882664d99dfffff,28,4.0,0.14285714285714285,75.33333333333333
882664d9a1fffff,138,32.0,0.2318840579710145,94.83333333333333
882664d9a3fffff,108,19.0,0.17592592592592593,139.16666666666666
882664d9a5fffff,91,20.0,0.21978021978021978,100.0
882664d9a7fffff,140,48.0,0.34285714285714286,99.66666666666667
882664d9a9fffff,32,2.0,0.0625,66.0
882664d9abfffff,110,26.0,0.23636363636363636,81.83333333333333
882664d9adfffff,88,22.0,0.25,64.66666666666667
882664d9b1fffff,273,101.0,0.36996336996337,177.66666666666666
882664d9b3fffff,205,42.0,0.2048780487804878,229.5
882664d9b5fffff,150,40.0,0.26666666666666666,181.33333333333334
882664d9b7fffff,238,62.0,0.2605042016806723,204.33333333333334
882664d9b9fffff,104,13.0,0.125,136.5
882664d9bbfffff,187,34.0,0.18181818181818182,170.0
882664d9bdfffff,182,46.0,0.25274725274725274,126.83333333333333
882664d9d1fffff,59,5.0,0.0847457627118644,79.66666666666667
882664d9d3fffff,106,25.0,0.2358490566037736,153.33333333333334
882664d9d5fffff,41,10.0,0.24390243902439024,35.833333333333336
882664d9d7fffff,85,21.0,0.24705882352941178,51.666666666666664
882664d9dbfffff,246,50.0,0.2032520325203252,186.83333333333334
882664d9e1fffff,19,4.0,0.21052631578947367,15.0
882664d9e3fffff,40,9.0,0.225,17.5
882664d9e5fffff,19,4.0,0.21052631578947367,6.833333333333333
882664d9e7fffff,5,1.0,0.2,34.333333333333336
882664d9ebfffff,17,4.0,0.23529411764705882,12.666666666666666
882664d9edfffff,9,3.0,0.3333333333333333,6.333333333333333
882664daa5fffff,15,6.0,0.4,227.33333333333334
882664daa7fffff,270,68.0,0.2518518518518518,316.6666666666667
8827593411fffff,12,2.0,0.16666666666666666,29.833333333333332
8827593413fffff,14,5.0,0.35714285714285715,45.666666666666664
8827593415fffff,1,0.0,0.0,3.1666666666666665
8827593417fffff,5,3.0,0.6,30.666666666666668
8827593419fffff,153,9.0,0.058823529411764705,3.3333333333333335
882759341bfffff,4,2.0,0.5,30.0
882759341dfffff,2,1.0,0.5,28.0
8827593457fffff,2,1.0,0.5,25.833333333333332
8827593485fffff,1,1.0,1.0,0.16666666666666666
88275934abfffff,1,1.0,1.0,0.16666666666666666
88275934c1fffff,3,3.0,1.0,17.333333333333332
88275934c5fffff,95,5.0,0.05263157894736842,29.833333333333332
88275934c7fffff,1,0.0,0.0,16.833333333333332
88275934cbfffff,7,0.0,0.0,13.166666666666666
88275934cdfffff,1,0.0,0.0,19.333333333333332
88275934d3fffff,1,0.0,0.0,19.333333333333332
88275934d9fffff,26,4.0,0.15384615384615385,21.666666666666668
88275934dbfffff,12,2.0,0.16666666666666666,22.833333333333332
88275934ddfffff,1,1.0,1.0,18.0
88275934e9fffff,157,44.0,0.2802547770700637,19.5
88275934ebfffff,3,0.0,0.0,42.166666666666664
8827593683fffff,1,0.0,0.0,31.666666666666668
8827593689fffff,7,1.0,0.14285714285714285,25.5
882759368bfffff,39,7.0,0.1794871794871795,39.0
8827593691fffff,93,25.0,0.26881720430107525,66.16666666666667
8827593693fffff,114,20.0,0.17543859649122806,52.666666666666664
8827593695fffff,47,10.0,0.2127659574468085,45.0
8827593697fffff,55,15.0,0.2727272727272727,45.666666666666664
8827593699fffff,50,10.0,0.2,85.0
882759369bfffff,70,21.0,0.3,94.0
882759369dfffff,61,17.0,0.2786885245901639,51.833333333333336
88275936b1fffff,313,75.0,0.23961661341853036,31.166666666666668
88275936b3fffff,25,9.0,0.36,75.0
88275936b7fffff,75,22.0,0.29333333333333333,62.0
88275936b9fffff,43,10.0,0.23255813953488372,67.5
88275936bbfffff,17,1.0,0.058823529411764705,80.83333333333333
88275936bdfffff,27,4.0,0.14814814814814814,59.333333333333336
88275936c1fffff,6,1.0,0.16666666666666666,10.333333333333334
88275936c3fffff,30,4.0,0.13333333333333333,29.0
88275936cbfffff,32,4.0,0.125,14.0
88275936d1fffff,25,6.0,0.24,55.333333333333336
88275936d3fffff,114,24.0,0.21052631578947367,57.166666666666664
88275936d5fffff,84,27.0,0.32142857142857145,37.833333333333336
88275936d7fffff,81,18.0,0.2222222222222222,62.166666666666664
88275936dbfffff,8,0.0,0.0,41.833333333333336
88275936ddfffff,45,8.0,0.17777777777777778,29.0
